CUST_NO,PRODUCT,DEALERSHIP,PAYMENT_DESC,PROMO_ID,DATE_ID,TRANSACTION_DATE,TRANSACTION_ID,EMPLOYEE_ID,TIME_KEY,SELLING_PRICE,DELIVERY_CHARGES,QUANTITY,DISCOUNT,HOLDBACK,REBATE
5721,86503,16,Cash,115,2452624,01/16/2005 00:00:00,1047926,86489,163124,680.34,7.05,1,7.272592,17.63,10.58
5721,86507,16,Loan,115,2452624,01/16/2005 00:00:00,1047926,86457,135216,411.32,4.50,1,1.213527,11.25,6.75
6596,86525,28,Bank Draft,115,2452624,01/16/2005 00:00:00,1047488,86422,102400,114.87,4.40,2,16.984402,5.50,3.30
6259,86512,22,Cash,115,2452624,01/16/2005 00:00:00,1047781,86404,175838,4302.96,45.00,1,6.051711,112.50,67.50
5176,86516,8,Loan,115,2452624,01/16/2005 00:00:00,1046347,86428,93925,3951.87,84.60,1,3.639684,105.75,63.45
6030,86530,5,Loan,115,2452624,01/16/2005 00:00:00,1047119,86434,141841,3118.89,62.00,1,12.105156,77.50,46.50
6596,86532,28,Loan,115,2452624,01/16/2005 00:00:00,1047488,86422,73534,205.72,2.25,1,1.213157,5.63,3.38
6259,86528,22,Other,115,2452624,01/16/2005 00:00:00,1047781,86430,93950,453.31,4.25,1,19.356162,10.63,6.38
6259,86540,22,Bank Draft,115,2452624,01/16/2005 00:00:00,1047781,86430,120544,585.64,22.40,2,16.953437,28.00,16.80
5721,86521,16,Bank Draft,115,2452624,01/16/2005 00:00:00,1047926,86457,105350,4650.50,42.50,1,23.051670,106.25,63.75
6086,86518,11,Bank Draft,115,2452624,01/16/2005 00:00:00,1047398,86433,80437,2495.48,53.40,1,3.637959,66.75,40.05
6443,86517,14,Cash,115,2452624,01/16/2005 00:00:00,1047752,86480,173349,2655.00,26.70,1,10.917274,66.75,40.05
6596,86526,28,Bank Draft,115,2452624,01/16/2005 00:00:00,1047488,86454,165712,2849.79,26.00,1,23.000400,65.00,39.00
6259,86541,22,Loan,115,2452624,01/16/2005 00:00:00,1047781,86471,81615,364.76,7.05,2,15.761641,17.63,10.58
5721,86523,16,Cash,115,2452624,01/16/2005 00:00:00,1047926,86489,72907,2519.84,23.45,1,20.617099,58.63,35.18
5721,86518,16,Lease,115,2452624,01/16/2005 00:00:00,1047926,86489,143602,2495.48,53.40,1,3.637959,66.75,40.05
6443,86511,14,Cash,115,2452624,01/16/2005 00:00:00,1047752,86480,144527,4603.22,44.50,1,15.768463,111.25,66.75
6030,86520,5,Cash,115,2452624,01/16/2005 00:00:00,1047119,86431,150217,191.43,3.50,1,23.061251,4.38,2.63
6086,86518,11,Lease,115,2452624,01/16/2005 00:00:00,1047398,86433,140909,2495.48,53.40,1,3.637959,66.75,40.05
5721,2004,16,Loan,115,2452624,01/16/2005 00:00:00,1047926,86457,145401,54771.93,540.00,1,13.344736,1350.00,810.00
6443,86507,14,Bank Draft,115,2452624,01/16/2005 00:00:00,1047752,86451,172509,411.32,4.50,1,1.213527,11.25,6.75
5721,86503,16,Bank Draft,115,2452624,01/16/2005 00:00:00,1047926,86489,151057,680.34,7.05,1,7.272592,17.63,10.58
6443,86542,14,Bank Draft,115,2452624,01/16/2005 00:00:00,1047752,86451,111139,179.52,3.50,1,14.531173,4.38,2.63
6278,86515,1,Loan,115,2452625,01/16/2005 00:00:00,1047852,86445,172615,2462.19,22.50,1,23.049645,56.25,33.75
6278,86533,1,Bank Draft,115,2452625,01/16/2005 00:00:00,1047214,86415,170002,4486.68,44.25,1,13.350497,110.63,66.38
6278,86508,1,Cash,115,2452625,01/16/2005 00:00:00,1047852,86415,112007,640.61,6.20,1,15.791354,15.50,9.30
6278,2004,1,Loan,115,2452625,01/16/2005 00:00:00,1047852,86415,121421,54771.93,540.00,1,13.344736,1350.00,810.00
6278,86527,1,Cash,115,2452625,01/16/2005 00:00:00,1047214,86415,181044,873.88,17.40,1,12.129190,21.75,13.05
6422,2000,3,Cash,115,2452625,01/16/2005 00:00:00,1047052,86414,151052,93380.00,1840.00,1,13.333333,2300.00,1380.00
6278,86518,1,Loan,115,2452625,01/16/2005 00:00:00,1047852,86445,182654,2495.48,53.40,1,3.637959,66.75,40.05
6278,86514,1,Loan,115,2452625,01/16/2005 00:00:00,1047852,86415,104828,1024.78,11.20,1,1.212146,28.00,16.80
6278,86502,1,Lease,115,2452625,01/16/2005 00:00:00,1047214,86445,153213,620.28,12.10,1,14.540816,15.13,9.08
6278,86524,1,Bank Draft,115,2452625,01/16/2005 00:00:00,1047214,86445,183148,993.78,19.00,1,16.947489,23.75,14.25
4946,86537,2,Bank Draft,115,2452626,01/16/2005 00:00:00,1047825,86440,100158,2034.68,45.00,1,0.000000,56.25,33.75
5805,86538,16,Loan,115,2452626,01/16/2005 00:00:00,1047180,86457,100504,359.02,7.00,1,14.531660,8.75,5.25
4502,86531,4,Other,115,2452626,01/16/2005 00:00:00,1047130,86412,143617,350.75,3.45,1,13.306272,8.63,5.17
4502,86511,4,Loan,115,2452626,01/16/2005 00:00:00,1047130,86412,121953,4603.22,44.50,1,15.768463,111.25,66.75
5805,86528,16,Lease,115,2452626,01/16/2005 00:00:00,1047180,86489,183920,453.31,4.25,1,19.356162,10.63,6.38
5091,86533,11,Other,115,2452626,01/16/2005 00:00:00,1046868,86464,122213,4486.68,44.25,1,13.350497,110.63,66.38
4502,86537,4,Loan,115,2452626,01/16/2005 00:00:00,1047130,86466,80501,2034.68,45.00,1,0.000000,56.25,33.75
5761,86520,13,Loan,115,2452626,01/16/2005 00:00:00,1046975,86438,83810,191.43,3.50,1,23.061251,4.38,2.63
4946,86518,2,Lease,115,2452626,01/16/2005 00:00:00,1047825,86440,144430,2495.48,53.40,1,3.637959,66.75,40.05
4032,86526,4,Loan,115,2452626,01/16/2005 00:00:00,1047335,86463,161122,2849.79,26.00,1,23.000400,65.00,39.00
4946,86513,2,Bank Draft,115,2452626,01/16/2005 00:00:00,1047825,86426,181711,3294.38,34.50,1,6.061388,86.25,51.75
5091,86531,11,Other,115,2452626,01/16/2005 00:00:00,1046868,86433,115344,350.75,3.45,1,13.306272,8.63,5.17
4946,86519,2,Bank Draft,115,2452626,01/16/2005 00:00:00,1047825,86440,172326,2445.28,26.70,1,1.210894,66.75,40.05
4032,86502,4,Loan,115,2452626,01/16/2005 00:00:00,1047335,86463,171058,614.23,12.10,1,13.329082,15.13,9.08
3795,2003,16,Loan,115,2452626,01/16/2005 00:00:00,1047106,86489,101031,85317.59,840.00,1,13.322262,2100.00,1260.00
4946,86534,2,Loan,115,2452626,01/16/2005 00:00:00,1047825,86498,113556,4178.98,44.25,1,4.852006,110.63,66.38
4502,86524,4,Lease,115,2452626,01/16/2005 00:00:00,1047130,86466,185841,993.78,19.00,1,16.947489,23.75,14.25
5761,86536,13,Bank Draft,115,2452626,01/16/2005 00:00:00,1046975,86484,160022,1178.46,12.20,1,7.264328,30.50,18.30
5805,86524,16,Bank Draft,115,2452626,01/16/2005 00:00:00,1047180,86489,114513,993.78,19.00,1,16.947489,23.75,14.25
4946,86503,2,Other,115,2452626,01/16/2005 00:00:00,1047825,86474,183920,680.34,7.05,1,7.272592,17.63,10.58
329,86524,5,Loan,115,2452626,01/16/2005 00:00:00,1046937,86431,85547,993.78,19.00,1,16.947489,23.75,14.25
4502,86502,4,Loan,115,2452626,01/16/2005 00:00:00,1047130,86412,152843,632.38,12.10,1,16.964286,15.13,9.08
5805,86508,16,Loan,115,2452626,01/16/2005 00:00:00,1047180,86457,104709,640.61,6.20,1,15.791354,15.50,9.30
3795,86526,16,Cash,115,2452626,01/16/2005 00:00:00,1047106,86489,72441,2849.79,26.00,1,23.000400,65.00,39.00
3795,86525,16,Bank Draft,115,2452626,01/16/2005 00:00:00,1047106,86457,185725,229.74,4.40,1,16.984402,5.50,3.30
4946,86542,2,Other,115,2452626,01/16/2005 00:00:00,1047825,86474,104926,179.52,3.50,1,14.531173,4.38,2.63
5805,86531,16,Cash,115,2452626,01/16/2005 00:00:00,1047180,86489,160610,350.75,3.45,1,13.306272,8.63,5.17
5805,86534,16,Bank Draft,115,2452626,01/16/2005 00:00:00,1047180,86457,160505,4178.98,44.25,1,4.852006,110.63,66.38
329,86540,5,Loan,115,2452626,01/16/2005 00:00:00,1046937,86431,93136,1171.29,22.40,1,16.953437,28.00,16.80
3795,86506,16,Cash,115,2452626,01/16/2005 00:00:00,1047106,86489,161142,536.44,11.00,1,8.481262,13.75,8.25
4032,86533,4,Bank Draft,115,2452626,01/16/2005 00:00:00,1047335,86463,164027,4486.68,44.25,1,13.350497,110.63,66.38
4032,86508,4,Bank Draft,115,2452626,01/16/2005 00:00:00,1047335,86463,140400,640.61,6.20,1,15.791354,15.50,9.30
4032,86540,4,Loan,115,2452626,01/16/2005 00:00:00,1047335,86463,142543,1171.29,22.40,1,16.953437,28.00,16.80
5437,86534,13,Cash,115,2452627,01/16/2005 00:00:00,1047622,86484,185203,4178.98,44.25,1,4.852006,110.63,66.38
4490,86515,16,Cash,115,2452627,01/16/2005 00:00:00,1046369,86457,174135,2462.19,22.50,1,23.049645,56.25,33.75
3225,86537,10,Bank Draft,115,2452627,01/16/2005 00:00:00,1047141,86472,100913,2034.68,45.00,1,0.000000,56.25,33.75
5437,86512,13,Loan,115,2452627,01/16/2005 00:00:00,1047622,86401,184709,4302.96,45.00,1,6.051711,112.50,67.50
4490,86510,16,Cash,115,2452627,01/16/2005 00:00:00,1046369,86457,164158,1125.11,22.40,1,12.127625,28.00,16.80
5887,86503,7,Loan,115,2452627,01/16/2005 00:00:00,1046737,86427,101450,680.34,7.05,1,7.272592,17.63,10.58
5113,86534,24,Other,115,2452627,01/16/2005 00:00:00,1046829,86482,110331,4178.98,44.25,1,4.852006,110.63,66.38
4981,86524,5,Bank Draft,115,2452627,01/16/2005 00:00:00,1047018,86459,115354,993.78,19.00,1,16.947489,23.75,14.25
5437,86522,13,Loan,115,2452627,01/16/2005 00:00:00,1047622,86438,141614,2467.35,26.70,1,2.426882,66.75,40.05
3512,86530,7,Bank Draft,115,2452627,01/16/2005 00:00:00,1046846,86453,142914,3118.89,62.00,1,12.105156,77.50,46.50
5225,86508,18,Bank Draft,115,2452627,01/16/2005 00:00:00,1046842,86410,171212,640.61,6.20,1,15.791354,15.50,9.30
5887,86519,7,Loan,115,2452627,01/16/2005 00:00:00,1046737,86427,111415,2445.28,26.70,1,1.210894,66.75,40.05
5345,86536,17,Loan,115,2452627,01/16/2005 00:00:00,1046686,86492,94107,1178.46,12.20,1,7.264328,30.50,18.30
5938,86523,3,Bank Draft,115,2452627,01/16/2005 00:00:00,1046540,86414,103420,2543.29,46.90,1,21.829869,58.63,35.18
5345,86509,17,Cash,115,2452627,01/16/2005 00:00:00,1046686,86460,115226,567.11,12.40,1,1.212581,15.50,9.30
5225,86503,18,Lease,115,2452627,01/16/2005 00:00:00,1046842,86425,182523,680.34,7.05,1,7.272592,17.63,10.58
5345,2000,17,Lease,115,2452627,01/16/2005 00:00:00,1046686,86467,172950,93380.00,1840.00,1,13.333333,2300.00,1380.00
5938,86515,3,Loan,115,2452627,01/16/2005 00:00:00,1046540,86416,121808,2462.19,22.50,1,23.049645,56.25,33.75
5887,2002,7,Cash,115,2452627,01/16/2005 00:00:00,1046737,86427,161041,50257.71,510.00,1,9.691740,1275.00,765.00
5345,86527,17,Loan,115,2452627,01/16/2005 00:00:00,1046686,86487,151205,873.88,17.40,1,12.129190,21.75,13.05
6514,86514,18,Other,115,2452627,01/16/2005 00:00:00,1046681,86488,120543,1024.78,11.20,1,1.212146,28.00,16.80
5420,86536,2,Bank Draft,115,2452627,01/16/2005 00:00:00,1046618,86420,142816,1178.46,12.20,1,7.264328,30.50,18.30
5887,2003,7,Loan,115,2452627,01/16/2005 00:00:00,1046737,86481,124036,85317.59,840.00,1,13.322262,2100.00,1260.00
5938,86502,3,Cash,115,2452627,01/16/2005 00:00:00,1046540,86414,75234,559.78,12.10,1,2.423469,15.13,9.08
5225,2004,18,Loan,115,2452627,01/16/2005 00:00:00,1046842,86425,100644,54771.93,540.00,1,13.344736,1350.00,810.00
4981,86513,5,Other,115,2452627,01/16/2005 00:00:00,1047018,86459,172449,3294.38,34.50,1,6.061388,86.25,51.75
5345,86537,17,Bank Draft,115,2452627,01/16/2005 00:00:00,1046686,86467,103739,2034.68,45.00,1,0.000000,56.25,33.75
4490,86517,16,Bank Draft,115,2452627,01/16/2005 00:00:00,1046369,86457,90933,2655.00,26.70,1,10.917274,66.75,40.05
3512,86528,7,Cash,115,2452627,01/16/2005 00:00:00,1046846,86481,183812,453.31,4.25,1,19.356162,10.63,6.38
4981,86503,5,Lease,115,2452627,01/16/2005 00:00:00,1047018,86434,101242,680.34,7.05,1,7.272592,17.63,10.58
5887,86528,7,Lease,115,2452627,01/16/2005 00:00:00,1046737,86481,101916,453.31,4.25,1,19.356162,10.63,6.38
5113,86542,24,Bank Draft,115,2452627,01/16/2005 00:00:00,1046829,86443,165909,59.84,3.50,3,14.531173,4.38,2.63
5437,86528,13,Bank Draft,115,2452627,01/16/2005 00:00:00,1047622,86438,150922,453.31,4.25,1,19.356162,10.63,6.38
4490,86532,16,Loan,115,2452627,01/16/2005 00:00:00,1046369,86489,95809,205.72,2.25,1,1.213157,5.63,3.38
5225,86506,18,Cash,115,2452627,01/16/2005 00:00:00,1046842,86413,174452,536.44,11.00,1,8.481262,13.75,8.25
5938,86526,3,Other,115,2452627,01/16/2005 00:00:00,1046540,86416,151438,2849.79,26.00,1,23.000400,65.00,39.00
4981,86513,5,Loan,115,2452627,01/16/2005 00:00:00,1047018,86459,135651,3294.38,34.50,1,6.061388,86.25,51.75
5437,86508,13,Bank Draft,115,2452627,01/16/2005 00:00:00,1047622,86484,94323,640.61,6.20,1,15.791354,15.50,9.30
5420,86505,2,Loan,115,2452627,01/16/2005 00:00:00,1046618,86478,134725,694.73,6.70,1,15.721135,16.75,10.05
5420,86532,2,Loan,115,2452627,01/16/2005 00:00:00,1046618,86426,83048,205.72,2.25,1,1.213157,5.63,3.38
3512,86514,7,Bank Draft,115,2452627,01/16/2005 00:00:00,1046846,86453,160515,1024.78,11.20,1,1.212146,28.00,16.80
6514,86516,18,Cash,115,2452627,01/16/2005 00:00:00,1046681,86462,122755,3951.87,84.60,1,3.639684,105.75,63.45
5437,2004,13,Bank Draft,115,2452627,01/16/2005 00:00:00,1047622,86438,94135,54771.93,540.00,1,13.344736,1350.00,810.00
3225,86542,10,Other,115,2452627,01/16/2005 00:00:00,1047141,86472,160748,179.52,3.50,1,14.531173,4.38,2.63
5225,86515,18,Loan,115,2452627,01/16/2005 00:00:00,1046842,86425,104726,2462.19,22.50,1,23.049645,56.25,33.75
5420,86505,2,Bank Draft,115,2452627,01/16/2005 00:00:00,1046618,86474,165242,694.73,6.70,1,15.721135,16.75,10.05
5345,2000,17,Loan,115,2452627,01/16/2005 00:00:00,1046686,86467,105031,46690.00,1840.00,2,13.333333,2300.00,1380.00
5437,86539,13,Cash,115,2452627,01/16/2005 00:00:00,1047622,86401,143404,1674.76,18.50,1,0.000000,46.25,27.75
4490,86505,16,Other,115,2452627,01/16/2005 00:00:00,1046369,86489,82250,694.73,6.70,1,15.721135,16.75,10.05
5676,86501,23,Bank Draft,115,2452628,01/16/2005 00:00:00,1046489,86479,80016,741.38,6.90,1,20.619433,17.25,10.35
2936,86515,22,Bank Draft,115,2452628,01/16/2005 00:00:00,1046239,86404,110705,2462.19,22.50,1,23.049645,56.25,33.75
5676,86527,23,Bank Draft,115,2452628,01/16/2005 00:00:00,1046489,86470,163408,873.88,17.40,1,12.129190,21.75,13.05
5670,86512,9,Other,115,2452628,01/16/2005 00:00:00,1046862,86411,144350,4302.96,45.00,1,6.051711,112.50,67.50
5504,86532,19,Lease,115,2452628,01/16/2005 00:00:00,1046511,86485,143933,205.72,2.25,1,1.213157,5.63,3.38
6218,86534,16,Other,115,2452628,01/16/2005 00:00:00,1047632,86489,102606,4178.98,44.25,1,4.852006,110.63,66.38
4198,86515,1,Cash,115,2452628,01/16/2005 00:00:00,1047369,86445,95700,2462.19,22.50,1,23.049645,56.25,33.75
2936,86503,22,Loan,115,2452628,01/16/2005 00:00:00,1046239,86477,83849,680.34,7.05,1,7.272592,17.63,10.58
5504,2003,19,Cash,115,2452628,01/16/2005 00:00:00,1046511,86468,95521,85317.59,840.00,1,13.322262,2100.00,1260.00
2936,2002,22,Cash,115,2452628,01/16/2005 00:00:00,1046239,86450,80035,50257.71,510.00,1,9.691740,1275.00,765.00
5670,86539,9,Cash,115,2452628,01/16/2005 00:00:00,1046862,86439,181243,1674.76,18.50,1,0.000000,46.25,27.75
5676,86521,23,Loan,115,2452628,01/16/2005 00:00:00,1046489,86479,80452,4650.50,42.50,1,23.051670,106.25,63.75
5670,86508,9,Cash,115,2452628,01/16/2005 00:00:00,1046862,86439,90248,640.61,6.20,1,15.791354,15.50,9.30
6218,86532,16,Loan,115,2452628,01/16/2005 00:00:00,1047632,86457,102356,205.72,2.25,1,1.213157,5.63,3.38
4198,86523,1,Other,115,2452628,01/16/2005 00:00:00,1047369,86415,153054,2472.94,46.90,1,18.191558,58.63,35.18
6218,86539,16,Other,115,2452628,01/16/2005 00:00:00,1047632,86489,163719,1674.76,18.50,1,0.000000,46.25,27.75
5670,86502,9,Bank Draft,115,2452628,01/16/2005 00:00:00,1046862,86419,170719,559.78,12.10,1,2.423469,15.13,9.08
5504,86524,19,Other,115,2452628,01/16/2005 00:00:00,1046511,86468,95602,993.78,19.00,1,16.947489,23.75,14.25
5676,86531,23,Loan,115,2452628,01/16/2005 00:00:00,1046489,86470,140155,350.75,3.45,1,13.306272,8.63,5.17
6218,86543,16,Cash,115,2452628,01/16/2005 00:00:00,1047632,86489,180629,1120.92,10.90,1,14.486372,27.25,16.35
2936,86503,22,Other,115,2452628,01/16/2005 00:00:00,1046239,86483,182846,680.34,7.05,1,7.272592,17.63,10.58
4198,86537,1,Cash,115,2452628,01/16/2005 00:00:00,1047369,86415,102059,2034.68,45.00,1,0.000000,56.25,33.75
6732,2003,23,Lease,115,2452629,01/16/2005 00:00:00,1047230,86470,104907,85317.59,840.00,1,13.322262,2100.00,1260.00
6288,86512,8,Bank Draft,115,2452629,01/16/2005 00:00:00,1046434,86491,141503,4302.96,45.00,1,6.051711,112.50,67.50
6389,86535,6,Lease,115,2452629,01/16/2005 00:00:00,1047713,86403,183531,359.09,3.25,1,24.245629,8.13,4.88
6476,86526,7,Bank Draft,115,2452629,01/16/2005 00:00:00,1046678,86481,134352,2849.79,26.00,1,23.000400,65.00,39.00
6732,86532,23,Bank Draft,115,2452629,01/16/2005 00:00:00,1047230,86479,180132,205.72,2.25,1,1.213157,5.63,3.38
6476,2003,7,Loan,115,2452629,01/16/2005 00:00:00,1046678,86481,141534,85317.59,840.00,1,13.322262,2100.00,1260.00
5693,86525,1,Other,115,2452629,01/16/2005 00:00:00,1047627,86445,164620,229.74,4.40,1,16.984402,5.50,3.30
6288,86534,8,Cash,115,2452629,01/16/2005 00:00:00,1046434,86491,140217,4178.98,44.25,1,4.852006,110.63,66.38
5693,86502,1,Cash,115,2452629,01/16/2005 00:00:00,1047627,86415,123606,602.13,12.10,1,10.905612,15.13,9.08
5494,86518,29,Loan,115,2452629,01/16/2005 00:00:00,1046484,86441,135727,2495.48,53.40,1,3.637959,66.75,40.05
5439,86537,15,Other,115,2452629,01/16/2005 00:00:00,1046445,86444,175642,2034.68,45.00,1,0.000000,56.25,33.75
6389,86541,6,Bank Draft,115,2452629,01/16/2005 00:00:00,1047713,86403,120416,729.53,7.05,1,15.761641,17.63,10.58
6476,86512,7,Loan,115,2452629,01/16/2005 00:00:00,1046678,86453,104821,4302.96,45.00,1,6.051711,112.50,67.50
5693,86501,1,Cash,115,2452629,01/16/2005 00:00:00,1047627,86445,132601,741.38,6.90,1,20.619433,17.25,10.35
5494,86514,29,Cash,115,2452629,01/16/2005 00:00:00,1046484,86496,95210,1024.78,11.20,1,1.212146,28.00,16.80
6476,86528,7,Other,115,2452629,01/16/2005 00:00:00,1046678,86453,153442,453.31,4.25,1,19.356162,10.63,6.38
6389,86516,6,Cash,115,2452629,01/16/2005 00:00:00,1047713,86424,81233,3951.87,84.60,1,3.639684,105.75,63.45
6732,86511,23,Cash,115,2452629,01/16/2005 00:00:00,1047230,86458,124548,4603.22,44.50,1,15.768463,111.25,66.75
5494,86522,29,Cash,115,2452629,01/16/2005 00:00:00,1046484,86496,180238,2654.25,53.40,1,10.920971,66.75,40.05
5439,86527,15,Bank Draft,115,2452629,01/16/2005 00:00:00,1046445,86455,160850,873.88,17.40,1,12.129190,21.75,13.05
5494,86523,29,Loan,115,2452629,01/16/2005 00:00:00,1046484,86441,104415,2285.34,46.90,1,8.489394,58.63,35.18
6288,86537,8,Cash,115,2452629,01/16/2005 00:00:00,1046434,86491,175657,2034.68,45.00,1,0.000000,56.25,33.75
5693,86528,1,Loan,115,2452629,01/16/2005 00:00:00,1047627,86445,81328,453.31,4.25,1,19.356162,10.63,6.38
5439,2004,15,Lease,115,2452629,01/16/2005 00:00:00,1046445,86429,182259,54771.93,540.00,1,13.344736,1350.00,810.00
6476,86512,7,Cash,115,2452629,01/16/2005 00:00:00,1046678,86453,140616,4302.96,45.00,1,6.051711,112.50,67.50
6389,2001,6,Cash,115,2452629,01/16/2005 00:00:00,1047713,86424,183828,83048.01,780.00,1,19.400568,1950.00,1170.00
3057,86506,4,Cash,115,2452629,01/16/2005 00:00:00,1047787,86463,83201,536.44,11.00,1,8.481262,13.75,8.25
5439,86514,15,Bank Draft,115,2452629,01/16/2005 00:00:00,1046445,86444,164536,1024.78,11.20,1,1.212146,28.00,16.80
5494,86510,29,Other,115,2452629,01/16/2005 00:00:00,1046484,86436,174423,1125.11,22.40,1,12.127625,28.00,16.80
3057,86537,4,Other,115,2452629,01/16/2005 00:00:00,1047787,86412,134109,1017.34,45.00,2,0.000000,56.25,33.75
6476,86512,7,Lease,115,2452629,01/16/2005 00:00:00,1046678,86453,171347,2151.48,45.00,2,6.051711,112.50,67.50
6288,86531,8,Loan,115,2452629,01/16/2005 00:00:00,1046434,86428,155551,350.75,3.45,1,13.306272,8.63,5.17
6288,86521,8,Lease,115,2452629,01/16/2005 00:00:00,1046434,86491,181702,4650.50,42.50,1,23.051670,106.25,63.75
5494,86519,29,Loan,115,2452629,01/16/2005 00:00:00,1046484,86441,132350,2445.28,26.70,1,1.210894,66.75,40.05
746,2004,2,Cash,115,2452629,01/16/2005 00:00:00,1047523,86423,94934,54771.93,540.00,1,13.344736,1350.00,810.00
6389,86534,6,Bank Draft,115,2452629,01/16/2005 00:00:00,1047713,86432,145436,4178.98,44.25,1,4.852006,110.63,66.38
5569,86537,1,Bank Draft,115,2452630,01/16/2005 00:00:00,1047441,86415,85316,2034.68,45.00,1,0.000000,56.25,33.75
3828,86516,17,Loan,115,2452630,01/16/2005 00:00:00,1046680,86487,130040,3951.87,84.60,1,3.639684,105.75,63.45
5196,86531,6,Bank Draft,115,2452630,01/16/2005 00:00:00,1046978,86402,120554,350.75,3.45,1,13.306272,8.63,5.17
5018,86503,27,Cash,115,2452630,01/16/2005 00:00:00,1046285,86494,120758,680.34,7.05,1,7.272592,17.63,10.58
6055,86519,20,Bank Draft,115,2452630,01/16/2005 00:00:00,1047756,86469,115934,2445.28,26.70,1,1.210894,66.75,40.05
6672,86525,24,Lease,115,2452630,01/16/2005 00:00:00,1047519,86482,84545,229.74,4.40,1,16.984402,5.50,3.30
5569,86515,1,Lease,115,2452630,01/16/2005 00:00:00,1047441,86415,175159,2462.19,22.50,1,23.049645,56.25,33.75
6672,86528,24,Cash,115,2452630,01/16/2005 00:00:00,1047519,86443,103040,453.31,4.25,1,19.356162,10.63,6.38
6055,86532,20,Lease,115,2452630,01/16/2005 00:00:00,1047756,86469,74616,205.72,2.25,1,1.213157,5.63,3.38
6210,86516,18,Lease,115,2452630,01/16/2005 00:00:00,1047720,86413,112757,3951.87,84.60,1,3.639684,105.75,63.45
3967,86505,29,Other,115,2452630,01/16/2005 00:00:00,1047260,86441,123617,694.73,6.70,1,15.721135,16.75,10.05
6210,2002,18,Lease,115,2452630,01/16/2005 00:00:00,1047720,86462,135223,50257.71,510.00,1,9.691740,1275.00,765.00
5018,86533,27,Cash,115,2452630,01/16/2005 00:00:00,1046285,86494,105633,4486.68,44.25,1,13.350497,110.63,66.38
3828,86521,17,Loan,115,2452630,01/16/2005 00:00:00,1046680,86467,125741,4650.50,42.50,1,23.051670,106.25,63.75
3967,86538,29,Other,115,2452630,01/16/2005 00:00:00,1047260,86405,122519,359.02,7.00,1,14.531660,8.75,5.25
6055,86513,20,Lease,115,2452630,01/16/2005 00:00:00,1047756,86469,185551,1647.19,34.50,2,6.061388,86.25,51.75
3828,86523,17,Loan,115,2452630,01/16/2005 00:00:00,1046680,86467,151305,2308.79,46.90,1,9.702164,58.63,35.18
3828,86536,17,Cash,115,2452630,01/16/2005 00:00:00,1046680,86492,123226,1178.46,12.20,1,7.264328,30.50,18.30
6055,86532,20,Loan,115,2452630,01/16/2005 00:00:00,1047756,86469,175600,205.72,2.25,1,1.213157,5.63,3.38
5196,86540,6,Loan,115,2452630,01/16/2005 00:00:00,1046978,86432,174432,1171.29,22.40,1,16.953437,28.00,16.80
3828,86522,17,Bank Draft,115,2452630,01/16/2005 00:00:00,1046680,86467,160638,2734.35,53.40,1,14.561294,66.75,40.05
6055,86527,20,Bank Draft,115,2452630,01/16/2005 00:00:00,1047756,86469,161230,873.88,17.40,1,12.129190,21.75,13.05
6672,86522,24,Loan,115,2452630,01/16/2005 00:00:00,1047519,86443,92603,2547.45,26.70,1,6.067206,66.75,40.05
3967,86526,29,Cash,115,2452630,01/16/2005 00:00:00,1047260,86496,173349,2849.79,26.00,1,23.000400,65.00,39.00
5196,86525,6,Loan,115,2452630,01/16/2005 00:00:00,1046978,86424,114546,229.74,4.40,1,16.984402,5.50,3.30
3828,86537,17,Loan,115,2452630,01/16/2005 00:00:00,1046680,86487,71113,2034.68,45.00,1,0.000000,56.25,33.75
6055,86515,20,Other,115,2452630,01/16/2005 00:00:00,1047756,86469,142844,2462.19,22.50,1,23.049645,56.25,33.75
6672,2001,24,Loan,115,2452630,01/16/2005 00:00:00,1047519,86482,161102,83048.01,780.00,1,19.400568,1950.00,1170.00
6055,2003,20,Lease,115,2452630,01/16/2005 00:00:00,1047756,86469,70004,85317.59,840.00,1,13.322262,2100.00,1260.00
5018,86503,27,Lease,115,2452630,01/16/2005 00:00:00,1046285,86417,164105,680.34,7.05,1,7.272592,17.63,10.58
6055,2000,20,Lease,115,2452630,01/16/2005 00:00:00,1047756,86469,173805,93380.00,1840.00,1,13.333333,2300.00,1380.00
6338,86513,12,Loan,115,2452631,01/16/2005 00:00:00,1046389,86435,85144,3294.38,34.50,1,6.061388,86.25,51.75
6281,86541,26,Lease,115,2452631,01/16/2005 00:00:00,1046941,86493,171638,729.53,14.10,1,15.761641,17.63,10.58
3538,86505,18,Loan,115,2452631,01/16/2005 00:00:00,1047215,86462,165711,694.73,6.70,1,15.721135,16.75,10.05
3615,86512,10,Other,115,2452631,01/16/2005 00:00:00,1047051,86461,142831,4302.96,45.00,1,6.051711,112.50,67.50
5180,86513,10,Bank Draft,115,2452631,01/16/2005 00:00:00,1047304,86472,113524,3294.38,34.50,1,6.061388,86.25,51.75
6281,86537,26,Loan,115,2452631,01/16/2005 00:00:00,1046941,86493,183555,2034.68,45.00,1,0.000000,56.25,33.75
3900,86503,12,Lease,115,2452631,01/16/2005 00:00:00,1046971,86435,112052,680.34,7.05,1,7.272592,17.63,10.58
5180,86536,10,Cash,115,2452631,01/16/2005 00:00:00,1047304,86407,134222,1178.46,12.20,1,7.264328,30.50,18.30
